product_title,product_vendor,product_type,variant_sku,net_quantity,gross_sales,discounts,returns,net_sales,taxes,total_sales
NYX Professional Makeup- Cant Stop Wont Stop Contour Concealer Neutral Buff 3.50 Ml,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,1,1119.3,-1119.3,0,0,0,0
Nyx Professional Makeup- Powder Puff Lippie Lip Cream Teenage Dream,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,15,18168.1,-251.8,0,17916.3,0,17916.3
Maybelline New York- Fit Me Matte & Poreless Primer- Clear,L'Oreal CPD,Maybelline New York,6.9024E+12,72,65377.1,-1229.25,-4500,59647.85,0,59647.85
L'Oreal Paris Hydra Fresh Mild Foam Balancing & Refining 100ml,L'Oreal CPD,L'Oreal Paris,bgww763,-9,0,0,-4218.72,-4218.72,0,-4218.72
"L'Oreal Paris- True Match Foundation 1.N Ivory, 30 ml",L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,17,34120,0,-2099.4,32020.6,0,32020.6
NYX Professional Makeup- Born To Glow Liquid Illuminator 01 Sunbeam,L'Oreal CPD,NYX Professional Makeup,8.00898E+11,60,53357.5,-150,0,53207.5,0,53207.5
"Nyx Professional Makeup- Lipstick Shout Loud Satin, Day club, 3.5g",L'Oreal CPD,NYX Professional Makeup,8.00897E+11,1,1119,0,0,1119,0,1119
"LOreal Paris- Infallible Shaping Stick Foundation, 190 Beige Gold",L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,3,3600,0,0,3600,0,3600
L'Oreal Paris- Infaillible Les Macarons Lipstick- 822 Mon Caramel,L'Oreal CPD,LOreal Paris Makeup,3.60052E+12,1,1624.35,0,0,1624.35,0,1624.35
L'Oreal Paris Elvive Dream Long Shampoo 175 ml - For Longer & Stronger Hair,L'Oreal CPD,LOSC,3.61034E+12,71,16200.45,-290.56,-220.15,15689.74,0,15689.74
L'Oreal Paris- Infallible Matte Cover Foundation- 155 Natural Rose,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,13,13798.6,-140,0,13658.6,0,13658.6
NYX Professional Makeup- Cant Stop Wont Stop 24HR Full Coverage Foundation - Buff,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,4,7016.7,-1819,0,5197.7,0,5197.7
Maybelline New York Fit Me- 110 Porcelaine - 1 fl. oz. (30 ml),L'Oreal CPD,Maybelline New York,41554238648,1,850,0,0,850,0,850
NYX- 2 Pack PB02 DUSTY ROSE Powder Blush,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,1,1119,0,0,1119,0,1119
Garnier- Vitamin C Regime Pack,L'Oreal CPD,Garnier,8.964E+12,10,20850,-2896.4,0,17953.6,0,17953.6
NYX Professional Makeup Powder Puff Lippie Bby,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,19,22394.25,-6205.35,0,16188.9,0,16188.9
LOreal Paris- Infallible Primer Shine Kill 01,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,1,1679,0,0,1679,0,1679
"NYX Professional Makeup- Cant Stop Wont Stop Contour Concealer- Beige, 3.50 Ml",L'Oreal CPD,NYX Professional Makeup,8.00897E+11,8,7994.4,-223.86,0,7770.54,0,7770.54
L'Oreal- Paris Hyaluron Expert 24Hr Replumping Moisturizing Tissue Mask,L'Oreal CPD,L'Oreal Paris,3.60052E+12,75,29849.6,-5703.28,-768.6,23377.72,0,23377.72
Maybelline New York Jade Great Lash Mascara Blackest Black,L'Oreal CPD,Maybelline New York,3.60053E+12,229,101231.6,-766.66,0,100464.94,0,100464.94
Garnier Light Complete Vitamin C Serum 30 ML & 3 Light Complete Tissue Masks,L'Oreal CPD,Garnier,8.964E+12,-1,0,0,-2227,-2227,0,-2227
"NYX Professional Makeup- Cant Stop Wont Stop Setting Powder- Medium, 6g",L'Oreal CPD,NYX Professional Makeup,8.00897E+11,2,2868,-286.8,0,2581.2,0,2581.2
LOreal Paris- Infallible Mattifying Primer Base - 35 ml,L'Oreal CPD,LOreal Paris Makeup,3.60052E+12,4,6997.2,0,0,6997.2,0,6997.2
L'Oreal- Paris Casting Creme Gloss - 700 Blond Hair Color,L'Oreal CPD,L'Oreal Paris,3.60052E+12,1,1599,0,0,1599,0,1599
"NYX Professional Makeup- Soft Matte Lip Cream, Los Angeles- SMLC36",L'Oreal CPD,NYX Professional Makeup,8.00897E+11,47,29736.25,-768.13,0,28968.12,0,28968.12
"Garnier- Skin Active Pure Charcoal Black Algae Tissue Face Mask, Pore Tightening 32g",L'Oreal CPD,Garnier,6.9237E+12,157,37765.3,-804.66,0,36960.64,0,36960.64
L'Oreal Paris White Perfect Night Cream 50 ml - For Brighter Skin,L'Oreal CPD,L'Oreal Paris,8.99138E+12,45,48186.05,0,0,48186.05,0,48186.05
L'Oreal Paris Infallible 24H Matte Cover Liquid Foundation - 300 Amber,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,2,2000,0,0,2000,0,2000
Maybelline New York- Sensational Effects Liquid Eyeshadow 06 ORANGE RUST,L'Oreal CPD,Maybelline New York,6.9024E+12,7,6297,-2248.5,0,4048.5,0,4048.5
L'Oreal Paris- True Match Powder- 1.D/1.W Ivoire,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,6,10500,0,0,10500,0,10500
L'Oreal Paris Elvive Colour Protect Low Shampoo - For Coloured Hair,L'Oreal CPD,LOSC,3.60052E+12,1,679,0,0,679,0,679
L'Oreal Paris Elvive Dream Long Shampoo 360 ml - For Longer & Stronger Hair,L'Oreal CPD,LOSC,3.61034E+12,150,49895.65,-314,0,49581.65,0,49581.65
L'Oreal Paris- Matte Signature Eyeliner 01 Ink Black,L'Oreal CPD,L'Oreal Paris Makeup,30175228,-2,2300,0,-4829.4,-2529.4,0,-2529.4
LOreal Paris- Infallible Shaping Stick Foundation 210 Cappuccino,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,2,2400,0,0,2400,0,2400
L'Oreal Paris- Infaillible Mattifying Primer,L'Oreal CPD,L'Oreal Paris Makeup,3600522877301-old,7,9748.6,-175,0,9573.6,0,9573.6
LOreal Paris-  Color Riche Star 24K Gold Lipstick R601 Rouge Gold,L'Oreal CPD,LOreal Paris Makeup,6.9024E+12,1,1154,0,0,1154,0,1154
"Garnier- Skin Active Hydra Bomb Sakura Tissue Face Mask, Hydrating and Glow Boosting  32g",L'Oreal CPD,Garnier,6.9237E+12,133,37415.05,-404.84,0,37010.21,0,37010.21
Garnier Skin Active Micellar Makeup Cleansing Water 100 ml,L'Oreal CPD,Garnier,3.60054E+12,-2,0,0,-524,-524,0,-524
Maybelline New York- Tattoo Liner Gel Pencil 921 Deep Teal,L'Oreal CPD,Maybelline New York,3.60053E+12,8,5756.6,-69.73,0,5686.87,0,5686.87
LOreal Paris- Color Riche Naked Tans 658 Topless,L'Oreal CPD,LOreal Paris Makeup,3.60052E+12,1,1154.3,0,0,1154.3,0,1154.3
L'Oreal Paris- Men Expert- BOGO Offer 2,L'Oreal CPD,Bundle CPD,BGR000013,7,9093,0,0,9093,0,9093
NYX Professional Makeup- Soft Matte Lip Cream Liquid Lipstick - 10 Monte Carlo,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,116,77032.85,-1957.6,0,75075.25,0,75075.25
"L'Oreal Paris- Volumissime Royale Mascara Volume.Black, 7.9 ml",L'Oreal CPD,Bundle,3.60052E+12,1,1049,0,0,1049,0,1049
L'Oreal Paris- True Match Liquid Foundation 3C Rose Beige,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,1,1750,0,0,1750,0,1750
NYX Professional Makeup Liquid Suede Cream Lipstick 04 Soft-Spoken,L'Oreal CPD,NYX Professional Makeup,8.00898E+11,120,85194.35,-568.41,0,84625.94,0,84625.94
Maybelline New York- New Fit Me Dewy + Smooth Liquid Foundation SPF 23 - 120 Classic Ivory 30ml - For Normal to Dry Skin,L'Oreal CPD,Maybelline New York,6.9024E+12,159,159914.1,-782.23,0,159131.87,0,159131.87
Garnier Color Naturals - 5.52 Chestnut Hair Color,L'Oreal CPD,Garnier,3.06138E+12,5,2060,0,0,2060,0,2060
Maybelline New York Instant Age Rewind Eraser Dark Circles Concealer Treatment 150 Neutralizer,L'Oreal CPD,Maybelline New York,6.9024E+12,186,200877.3,-1281.88,0,199595.42,0,199595.42
Garnier Men Power Light Face Wash 100 Ml,L'Oreal CPD,G-Men,8964001174776-Power Light,16,4851.2,-42.45,0,4808.75,0,4808.75
NYX Professional Makeup- Total Control Drop Foundation - True Beige,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,11,18621.3,0,0,18621.3,0,18621.3
LOreal Paris- Gold Mirage Shine Eyeshadow 02 Pink Quartz,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,1,1329,0,0,1329,0,1329
L'Oreal Paris Infallible 24H Matte Cover Liquid Foundation - 230 Radiant Honey,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,2,2000,0,0,2000,0,2000
Maybelline New York- Instant Age Rewind Eraser - Dark Cicles Concealer Treatment - 140 Honey,L'Oreal CPD,Maybelline New York,6.9024E+12,225,219099.55,-1605.87,0,217493.68,0,217493.68
L'Oreal Paris Rare Flowers Gel Cream Cleanser For Dry And Sensitive Skin 150 ml,L'Oreal CPD,L'Oreal Paris,3.60052E+12,20,13030.5,-88.06,0,12942.44,0,12942.44
Garnier Color Naturals - 4.6 Intense Dark Red Hair Color,L'Oreal CPD,Garnier CN,8.964E+12,2,934,0,0,934,0,934
LOreal Paris- Rouge Signature 114 Represent,L'Oreal CPD,L'Oreal Paris Makeup,6.9024E+12,8,10873,0,0,10873,0,10873
Garnier- Skin Active Vitamin C Micellar Makeup Cleansing Water 125 ml,L'Oreal CPD,Garnier Skincare,8.99499E+12,11,3190.2,-279,0,2911.2,0,2911.2
Garnier- Men Face Wash Power White Double Action 50ml,L'Oreal CPD,G-Men,8.90153E+12,-2,0,0,-398.4,-398.4,0,-398.4
NYX Professional Makeup- Soft Matte Lip Cream Liquid Lipstick - 32 Rome,L'Oreal CPD,NYX Professional Makeup,8.00898E+11,9,5506.5,0,0,5506.5,0,5506.5
LOreal Paris- Rouge Signature 113 Dont,L'Oreal CPD,L'Oreal Paris Makeup,6.9024E+12,3,5247,0,0,5247,0,5247
Maybelline New York Superstay Matte Ink Liquid Lipstick 15 Lover,L'Oreal CPD,Maybelline New York,3.60053E+12,-1,0,0,-1079.4,-1079.4,0,-1079.4
L'Oreal Paris- Color Riche Free the Nudes 08 No Lie,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,7,8078.6,0,0,8078.6,0,8078.6
"L'Oreal Paris- True Match Foundation 1.R/1.C Rose Ivory, 30 ml",L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,11,24320.3,0,-2099,22221.3,0,22221.3
Maybelline New York- Color Sensational Creamy Matte 695 Divine Wine,L'Oreal CPD,Maybelline New York,6.9024E+12,3,1257,0,0,1257,0,1257
L'Oreal Paris- Color Riche Moisture Matte Lipstick - C402 Peach Dream,L'Oreal CPD,L'Oreal Paris Makeup,6.9024E+12,3,3462.9,0,0,3462.9,0,3462.9
"L'Oreal Paris- Skin Perfect 20 Face Wash, 50ml",L'Oreal CPD,L'Oreal Paris,Web3273,-6,0,0,-5756.4,-5756.4,0,-5756.4
Garnier- Light Complete Vitamin C Serum 30 ML & 3 Light Complete Tissue Masks,L'Oreal CPD,Garnier Skincare,8.964E+12,1,1887,0,0,1887,0,1887
Maybelline New York- New Fit Me Matte + Poreless Liquid Foundation SPF 22 - 112 Natural Ivory 30ml - For Normal to Oily Skin,L'Oreal CPD,Maybelline New York,6.9024E+12,139,142647.95,-761.46,0,141886.49,0,141886.49
NYX Professional Makeup- Total Control Drop Foundation - Nude,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,7,12009.95,-70.5,0,11939.45,0,11939.45
L'Oreal Paris- Deal of the Day,L'Oreal CPD,CPD Bundle,bdu000313,7,4459,0,0,4459,0,4459
L'Oreal- Paris Hyaluron Expert Replumping Moisturizing Eye Cream 15 ml,L'Oreal CPD,LOMU,3.60052E+12,9,10073.7,0,0,10073.7,0,10073.7
Maybelline New York- SuperStay Matte Ink Liquid Lipstick - 155 Savant,L'Oreal CPD,Maybelline New York,3.60053E+12,34,33111.5,-377.8,0,32733.7,0,32733.7
L'Oreal Paris Elvive Dream Long Conditioner 175 ml - For Longer & Stronger Hair,L'Oreal CPD,L'Oreal Paris Haircare,3.61034E+12,4,982.6,0,0,982.6,0,982.6
L'Oreal Paris Elvive Fall Resist Shampoo 175 ml - For Hairfall,L'Oreal CPD,L'Oreal Paris Haircare,3.61034E+12,2,440.3,0,0,440.3,0,440.3
L'Oreal Paris Voluminous Lash Paradise Mascara Classic Black,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,26,47533.1,-3902.9,-11334,32296.2,0,32296.2
NYX Professional Makeup- Soft Matte Lip Cream 23 Berlin,L'Oreal CPD,NYX Professional Makeup,8.00898E+11,8,6296,0,0,6296,0,6296
Garnier Color Naturals - 6.34 Chocolate Hair Color,L'Oreal CPD,Garnier CN,8.964E+12,6,2883.3,-1472.64,0,1410.66,0,1410.66
Garnier Color Naturals - 2.0 Soft Black Hair Color,L'Oreal CPD,Garnier CN,3.61034E+12,6,2829.1,-98.82,0,2730.28,0,2730.28
L'Oreal- Paris Casting Creme Gloss - 500 Light Brown Hair Color,L'Oreal CPD,L'Oreal Paris,3.60052E+12,23,26217.15,0,0,26217.15,0,26217.15
Maybelline New York- Fit Me Blush Wine 0.16 fl. oz.,L'Oreal CPD,Maybelline New York,6.9024E+12,17,10828,-769,0,10059,0,10059
"LOreal Paris- Color Riche Matte Addiction Lipstick - 0.17 oz, 636 Mahogany Studs",L'Oreal CPD,LOreal Paris Makeup,3.60052E+12,2,2308,0,0,2308,0,2308
NYX Professional Makeup- Total Control Drop Foundation - Vanilla,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,18,30904.45,-245.61,0,30658.84,0,30658.84
L'Oreal Professionnel- Liss Unlimited Mythic Oil Free Bundle,L'Oreal CPD,L'Oreal Professionnel,BGR000027,16,94000,0,0,94000,0,94000
L'Oreal Paris Elvive Fall Resist Shampoo 360 ml - For Hairfall,L'Oreal CPD,L'Oreal Paris Haircare,3.61034E+12,6,2340.9,-39.01,0,2301.89,0,2301.89
"Garnier- Skin Active Hydra Bomb Pomegranate Tissue Face Mask, Hydrating and Replenishing 28g",L'Oreal CPD,Garnier Skincare,6.9237E+12,61,15237.7,-89.03,0,15148.67,0,15148.67
L'Oreal Paris Hydra Fresh Aqua Essence All Day Hydration 50 ml Day Cream,L'Oreal CPD,L'Oreal Paris Skincare,8.99138E+12,1,909,0,0,909,0,909
L'Oreal- Paris Casting Creme Gloss - 810 Ashy Blonde Hair Color,L'Oreal CPD,L'Oreal Paris,3.60052E+12,6,7194.3,0,0,7194.3,0,7194.3
NYX Professional Makeup- HD Studio Photogenic Concealer Wand Golden,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,8,5592,0,0,5592,0,5592
Maybelline New York Lash Sensational Luscious Black Mascara Black,L'Oreal CPD,Maybelline New York,3.60053E+12,-1,1151.5,0,-1918.8,-767.3,0,-767.3
Maybelline New York- Baby Lips Lip Balm Berry Crush,L'Oreal CPD,Maybelline New York,8.90153E+12,274,68135.3,-2546.84,0,65588.46,0,65588.46
"L'Oreal Paris- Volume Million Lashes Mascara, Extra Black",L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,10,21574,-1280.65,-6705.2,13588.15,0,13588.15
Garnier- Skin Active Micellar Makeup Cleansing Wipes 25 pcs,L'Oreal CPD,Garnier,3.60054E+12,46,19967.7,0,0,19967.7,0,19967.7
Maybelline New York Fit Me Liquid Foundation Matte Poreless 334 Warm Tan,L'Oreal CPD,Maybelline New York,3.60053E+12,3,2804,0,0,2804,0,2804
NYX Professional Makeup- Cant Stop Wont Stop Setting Powder- 06 Banana,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,6,8399.7,0,0,8399.7,0,8399.7
Maybelline New York Fit Me Luminous and Smooth Liquid Foundation 130 Buff Beige,L'Oreal CPD,Maybelline New York,3.60053E+12,25,25824.95,-1593.26,0,24231.69,0,24231.69
L'Oreal Paris Elvive Keratin Straight 72H Shampoo 175 ml - For Straight Smooth Hair,L'Oreal CPD,LOSC,3.61034E+12,163,36506.05,-1302.66,0,35203.39,0,35203.39
Maybelline New York- Tattoo Liner Eyeliner- 942 Rich Berry,L'Oreal CPD,Maybelline New York,3.60053E+12,8,4800,-84,0,4716,0,4716
Maybelline New York- Superstay Full Coverage Under Eye Concealer 30 Honey 6 Ml,L'Oreal CPD,Maybelline New York,30175587,36,35361.25,-252,0,35109.25,0,35109.25
NYX Professional Makeup- Soft Matte Lip Cream 19 Cannes,L'Oreal CPD,NYX Professional Makeup,8.00898E+11,578,389043.45,-4577.04,-786.75,383679.66,0,383679.66
Garnier Color Naturals - 3.6 Deep Red Brown Hair Color,L'Oreal CPD,Garnier,8.964E+12,2,824,0,0,824,0,824
Garnier- Skin Active Neem Purifying Face Wash 100ml,L'Oreal CPD,Garnier,8.964E+12,11,5151.4,0,0,5151.4,0,5151.4
L'Oreal Paris Elvive Dream Long Mask 300 ml - For Longer & Stronger Hair,L'Oreal CPD,Bundle,3.60052E+12,44,32474.25,-1882.42,-721.65,29870.18,0,29870.18
Garnier- Light Complete Vitamin C Serum 30 ML & Light Complete Face Cream 25 ML,L'Oreal CPD,Garnier,8.964E+12,6,8826.6,0,0,8826.6,0,8826.6
Maybelline New York- SuperStay Ink Crayon Lipstick 50 Own Your Empire,L'Oreal CPD,Maybelline New York,6.9024E+12,81,66431.6,-525,0,65906.6,0,65906.6
LOreal Paris- Infaillible Mattifying Primer,L'Oreal CPD,L'Oreal Paris Makeup,3600522877301-old,4,6996.9,0,0,6996.9,0,6996.9
"L'Oreal Paris Pure Clay Exfoliate and Refine Cleanser, Red 150 ml",L'Oreal CPD,LOMU,3.60052E+12,3,2946.3,0,0,2946.3,0,2946.3
L'Oreal- Paris Excellence Creme - 5.3 Golden Light Brown Hair Color,L'Oreal CPD,L'Oreal Paris,3.06138E+12,3,3837,0,0,3837,0,3837
"Garnier- Purifying Hand Wash With Tea Tree Oil, 150ml",L'Oreal CPD,Garnier,3.61034E+12,1,210,0,0,210,0,210
NYX Professional Makeup Wonder Stick Highlight & Contour 04 Universal,L'Oreal CPD,NYX Professional Makeup,8.00898E+11,1,1119.2,0,0,1119.2,0,1119.2
Maybelline New York- Fit Me Compact Powder 109 Light Ivory 6gm,L'Oreal CPD,Maybelline New York,6.9024E+12,24,15176.8,-54.5,0,15122.3,0,15122.3
L'Oreal Paris- Infallible 24H Matte Cover Liquid Foundation - 118 Rose Linen,L'Oreal CPD,L'Oreal Paris Makeup,6.9024E+12,1,1000,0,0,1000,0,1000
NYX Professional Makeup- Ultimate Eyeshadow Palette - 01 Smokey & Highlight,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,18,41562,-2309,0,39253,0,39253
Maybelline New York- Face Studio Master Contour V-Shape Duo Stick 02 Medium,L'Oreal CPD,Maybelline New York,3.60053E+12,5,6495.65,0,0,6495.65,0,6495.65
L'Oreal Paris Elvive Fall Resist Conditioner 175 ml - For Hairfall,L'Oreal CPD,Bundle,3.61034E+12,9,2210.85,-280.04,0,1930.81,0,1930.81
L'Oreal Paris Elvive Keratin Straight 72H Oil in Cream 300 ml - For Straight Smooth Hair,L'Oreal CPD,Bundle,3.61034E+12,2,1698.3,0,0,1698.3,0,1698.3
NYX Professional Makeup- Cant Stop Wont Stop Concealer Golden Honey 3.50 Ml,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,1,1119.3,0,0,1119.3,0,1119.3
Nyx Professional Makeup Powder Puff Lippie Lip Cream Boys Tears,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,11,11514.2,0,0,11514.2,0,11514.2
L'Oreal Paris- 1.5% Hyaluronic Acid Serum Sheet Mask,L'Oreal CPD,L'Oreal Paris,bdu000278 FOC,142,31000,-25000,-1000,5000,0,5000
Maybelline New York- Fit Me Blush Peach 0.16 fl. oz.,L'Oreal CPD,Maybelline New York,6.9024E+12,100,61733.5,-1329.8,0,60403.7,0,60403.7
L'Oreal Paris- Infallible 24H Matte Cover Liquid Foundation - 175 Sand,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,12,12996,-1299,0,11697,0,11697
Maybelline New York- Fit Me Compact Powder 118 Light Beige 6gm,L'Oreal CPD,Maybelline New York,6.9024E+12,58,29995,0,0,29995,0,29995
Garnier Color Naturals - 6 Dark Blonde Hair Color,L'Oreal CPD,Garnier,3.60054E+12,2,933.3,0,0,933.3,0,933.3
LOreal Paris- Infallible Les Chocolats Liquid Lipstick - 862 Volupto Choco,L'Oreal CPD,LOreal Paris Makeup,3.60052E+12,2,2500,0,0,2500,0,2500
L'Oreal Paris- Les Macarons Ultra Matte Liquid Lipstick- 828 Framboise Frenzy,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,9,12747.4,0,0,12747.4,0,12747.4
NYX Professional Makeup- Powder Puff Lippie Lip Cream Liquid Lipstick - Squad Goals,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,86,95076.65,-1097.21,0,93979.44,0,93979.44
Maybelline New York- SuperStay Ink Crayon Lipstick‚ 10 Trust Your Gut,L'Oreal CPD,Maybelline New York,30174177,1,750,0,0,750,0,750
NYX Professional Makeup- Can't Stop Won't Stop 24 Hour Foundation Fair,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,3,5457,0,0,5457,0,5457
Maybelline New York Fit Me Compact Powder 118 Light Beige 6gm,L'Oreal CPD,Maybelline New York,6.9024E+12,-7,0,0,-4893,-4893,0,-4893
L'Oreal Paris- Color Riche Matte Addiction 654 Bronze Sautoir,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,1,825,0,0,825,0,825
L'Oreal Paris Elvive Keratin Straight 72H Shampoo 360 ml - For Straight Smooth Hair,L'Oreal CPD,LOSC,3.61034E+12,18,7229.25,-54.62,0,7174.63,0,7174.63
NYX Professional Makeup- Precision Brow Pencil Espresso,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,17,17754.25,0,0,17754.25,0,17754.25
L'Oreal Paris Excellence Creme - 9 Natural Light Blonde Hair Color,L'Oreal CPD,L'Oreal Paris,3.60052E+12,-2,0,0,-2548,-2548,0,-2548
Garnier- Skin Active Micellar Makeup Cleansing Water 400 ml,L'Oreal CPD,Garnier,3.60054E+12,266,135417.2,-1543.79,0,133873.41,0,133873.41
"Garnier- Skin Active Hydra Bomb Orange Tissue Eye Mask, Cooling Effect 6g",L'Oreal CPD,Garnier Skincare,6.97018E+12,83,14755.7,-63.52,0,14692.18,0,14692.18
L'Oreal Paris Hydra Fresh Anti-Shine Purifying & Mattifying Icy Gel 50ml,L'Oreal CPD,L'Oreal Paris,8.9923E+12,-5,0,0,-7047.18,-7047.18,0,-7047.18
Maybelline New York Fit Me Liquid Foundation Matte & Poreless 130 Buff Beige 18 ml,L'Oreal CPD,Maybelline New York,6.9024E+12,185,83506,-854.87,0,82651.13,0,82651.13
Maybelline New York- SuperStay Ink Crayon Lipstick 25 Stay Exceptional,L'Oreal CPD,Maybelline New York,30174207,5,5171.2,0,0,5171.2,0,5171.2
Maybelline New York Fit Me Luminous + Smooth Foundation 125 Nude Beige 30 ml,L'Oreal CPD,Maybelline New York,3.60053E+12,76,75804.6,-119,-5100,70585.6,0,70585.6
"NYX Professional Makeup- Cant Stop Wont Stop Setting Powder- Light-Medium, 6g",L'Oreal CPD,NYX Professional Makeup,8.00897E+11,13,14549.1,-1119.3,0,13429.8,0,13429.8
"Maybelline New York- Shine Compulsion Lacquer Pen, 07.",L'Oreal CPD,Maybelline New York,6.9024E+12,1,1150,-161,0,989,0,989
"LOreal Paris- Color Riche Matte Addiction Lipstick - 0.17 oz., Brick Vintage",L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,7,7091.3,0,0,7091.3,0,7091.3
Maybelline New York- New Fit Me Dewy + Smooth Liquid Foundation SPF 23 - 115 Ivory 30ml - For Normal to Dry Skin,L'Oreal CPD,Maybelline New York,6.9024E+12,7,7645.3,0,0,7645.3,0,7645.3
Maybelline New York- Color Sensational Lipstick 987 Smoky Rose,L'Oreal CPD,Maybelline New York,3.60053E+12,16,14408.75,-922.64,0,13486.11,0,13486.11
Garnier- Skin Active Micellar Makeup Cleansing Water 100 ml,L'Oreal CPD,Garnier,3.60054E+12,32,8537.9,-346.78,0,8191.12,0,8191.12
"NYX Professional Makeup- Cant Stop Wont Stop Contour Concealer - Natural, 3.50 Ml",L'Oreal CPD,NYX Professional Makeup,8.00897E+11,13,14389.2,-500,0,13889.2,0,13889.2
LOreal Paris- Gold Mirage Gloss 02 Pink Quartz,L'Oreal CPD,LOreal Paris Makeup,3.60052E+12,1,805,0,0,805,0,805
L'Oreal Paris Revitalift Milky Cleansing Foam 100 ML - Anti-Aging,L'Oreal CPD,L'Oreal Paris,8.99138E+12,15,14825.25,-556.39,0,14268.86,0,14268.86
L'Oreal Paris- Men Expert- BOGO Offer 1,L'Oreal CPD,Bundle,BGR000012,8,10392,-259.8,0,10132.2,0,10132.2
L'Oreal Professionnel- Pro Longer Free Mask Promo,L'Oreal CPD,L'Oreal Professionnel,BGR000025,16,79584,0,0,79584,0,79584
L'Oreal Paris Color Riche Shine Stick 908 Rouge Ottoman,L'Oreal CPD,L'Oreal Paris Makeup,6.9024E+12,1,1154.3,0,0,1154.3,0,1154.3
NYX Professional Makeup Ultra Fine Micro Brow Pencil,L'Oreal CPD,NYX Professional Makeup,8.00898E+11,2,1798.8,0,0,1798.8,0,1798.8
Garnier Color Naturals - 4.3 Golden Brown Hair Color,L'Oreal CPD,Garnier CN,3.60054E+12,8,3760.65,0,0,3760.65,0,3760.65
L'Oreal- Paris Hyaluron Expert Replumping Moisturizing Day Cream SPF 20 50 ml,L'Oreal CPD,L'Oreal Paris,3.60052E+12,107,103716.8,-2868.88,0,100847.92,0,100847.92
Garnier- Skin Active 3-in-1 Clay Face Wash Mask Scrub 50ml,L'Oreal CPD,Garnier,3.61034E+12,25,4652.55,0,0,4652.55,0,4652.55
LOreal Paris- Glow Mon Amour Highlighting Drops -  02 Loving Peach,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,9,15596.3,-1949,0,13647.3,0,13647.3
L'Oreal Paris Elvive Total Repair 5 Shampoo 175 ml - For Damaged Hair,L'Oreal CPD,L'Oreal Paris Haircare,3.61034E+12,11,1947,0,0,1947,0,1947
L'Oreal- Paris Excellence Creme - 1 Black Hair Color,L'Oreal CPD,L'Oreal Paris,3.06138E+12,1,1279,0,0,1279,0,1279
Garnier- Skin Active Light Complete Face Wash 100ml - For Brighter Skin,L'Oreal CPD,Garnier,3.61034E+12,236,44337.3,-632.78,-2088,41616.52,0,41616.52
"Maybelline New York- Instant Age Rewind Eraser Dard Circle Treatment Concealer, 100 ivory",L'Oreal CPD,Maybelline New York,6.9024E+12,102,112618.95,-620.5,0,111998.45,0,111998.45
"LOreal Paris- 24hr Infallible Matte Foundation 30 Honey, 35ml",L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,3,7028.25,-5178.25,0,1850,0,1850
NYX Professional Makeup- Can't Stop Won't Stop Contour Concealer Neutral Tan 3.50 Ml,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,1,799.5,0,0,799.5,0,799.5
Maybelline New York- Superstay Matte Ink Crayon Lipstick 20 Enjoy The View,L'Oreal CPD,Maybelline New York,6.9024E+12,137,112171.35,-1381.71,0,110789.64,0,110789.64
