product_title,product_vendor,product_type,variant_sku,net_quantity,gross_sales,discounts,returns,net_sales,taxes,total_sales
Maybelline New York- Superstay 24H Full Coverage Liquid Foundation - 220 Natural Beige,L'Oreal CPD,Maybelline New York,6.9024E+12,54,70818.05,-115,-1103.52,69599.53,0,69599.53
NYX Professional Makeup- Soft Matte Lip Cream Liquid Lipstick - 02 Stockholm,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,79,56209.6,-734,0,55475.6,0,55475.6
L'Oreal- Paris Casting Creme Gloss - 300 Dark Brown Hair Color,L'Oreal CPD,L'Oreal Paris,3.60052E+12,46,54838.25,-422.77,0,54415.48,0,54415.48
L'Oreal Paris Elvive Total Repair 5 Conditioner 175 ml - For Damaged Hair,L'Oreal CPD,Bundle CPD,3.61034E+12,7,1719.55,-245.65,0,1473.9,0,1473.9
L'Oreal Paris- Haircare Gala - 6 Oil Nourish Bundle 2,L'Oreal CPD,LOSC,bd8837,-2,0,0,-1998,-1998,0,-1998
Garnier Micellar Cleansing Water - Sachet Sample,L'Oreal CPD,Garnier,web901853,242,33855,-32115,-105,1635,0,1635
Maybelline New York- New Fit Me Matte + Poreless Liquid Foundation SPF 22 - 220 Natural Beige 30ml - For Normal to Oily Skin,L'Oreal CPD,Maybelline New York,6.9024E+12,60,57016.45,-717.37,0,56299.08,0,56299.08
Maybelline New York- Colossal Kajal Khol Eyeliner- 01 Black,L'Oreal CPD,Maybelline New York,3.06138E+12,432,123375.4,-1065.01,-349,121961.39,0,121961.39
"Maybelline New York- New York 24H Superstay Face Powder - 0.31 oz., 40 Fawn",L'Oreal CPD,Maybelline New York,3.60053E+12,10,8672.3,0,0,8672.3,0,8672.3
L'Oreal Paris- Infallible Matte Cover Foundation- 110 Rose Vanilla,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,3,4197.9,0,0,4197.9,0,4197.9
NYX Professional Makeup- Soft Matte Lip Cream 06 Istanbul 8 ml,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,8,5768.6,-146.86,0,5621.74,0,5621.74
L'Oreal Paris Revitalift Laser x 3 Night Cream 50 ML - Anti-Aging,L'Oreal CPD,LOMU,3.60052E+12,4,9797.2,0,0,9797.2,0,9797.2
L'Oreal Professionnel- Absolute Repair Mythic Oil Free Bundle,L'Oreal CPD,L'Oreal Professionnel,BGR000026,13,76375,0,0,76375,0,76375
L'Oreal Paris Rare Flowers Cleansing Wipes Dry and Sensitive Skin 25 pcs,L'Oreal CPD,L'Oreal Paris Skincare,3.60052E+12,1,524,0,0,524,0,524
L'Oreal Paris- Say No to Hair Split Ends,L'Oreal CPD,Bundle CPD,web901247,9,10305,0,0,10305,0,10305
Maybelline New York- Face Studio Strobing Stick Illuminating Highlighter Pink,L'Oreal CPD,Maybelline New York,6.9024E+12,1,899.4,0,0,899.4,0,899.4
L'Oreal Paris Infaillible Les Macarons Matte Liquid Lipstick - 822 Mon Caramel,L'Oreal CPD,L'Oreal Paris Makeup,6.9024E+12,5,6998,-1624,0,5374,0,5374
NYX Professional Makeup- Soft Matte Lip Cream Liquid Lipstick - 08 San Paulo,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,46,34185.4,-891.35,0,33294.05,0,33294.05
L'Oreal Paris- Lucent Magique Eclat Booster (Illuminator),L'Oreal CPD,L'Oreal Paris Makeup,6.9024E+12,6,6600,-154,0,6446,0,6446
L'Oreal Paris- Infaillible Makeup Primer - Luminizing,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,14,10079,0,0,10079,0,10079
LOreal Paris Infallible 24H Matte Cover Liquid Foundation - 110 Rose Vanilla,L'Oreal CPD,LOreal Paris Makeup,6.9024E+12,12,14692.45,-1187.69,0,13504.76,0,13504.76
Maybelline New York Fit Me Foundation Matte + Poreless 120 Classic Ivory 30 ml,L'Oreal CPD,Maybelline New York,3.60053E+12,46,44865.6,-1085.61,0,43779.99,0,43779.99
LOreal Paris Infallible 24H Matte Cover Liquid Foundation - 110 Rose Vanilla,L'Oreal CPD,L'Oreal Paris Makeup,6.9024E+12,3,4497.75,-93.72,0,4404.03,0,4404.03
Garnier- Skin Active Neem Purifying Face Wash 100ml,L'Oreal CPD,Garnier Skincare,8.964E+12,3,1287.3,0,0,1287.3,0,1287.3
L'Oreal Paris Elvive Dream Long Mask 300 ml - For Longer & Stronger Hair,L'Oreal CPD,Bundle CPD,3.60052E+12,30,21649.5,-72.17,0,21577.33,0,21577.33
L'Oreal Paris- Les Macarons Ultra Matte Liquid Lipstick- 820 Praline de Paris,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,9,12248.6,0,0,12248.6,0,12248.6
L'Oreal Paris Elvive Dream Long Mask 300 ml - For Longer & Stronger Hair,L'Oreal CPD,CPD Bundle,3.60052E+12,1,721.65,0,0,721.65,0,721.65
L'Oreal Professionnel- Liss Unlimited Free Liss Serum Promo,L'Oreal CPD,L'Oreal Professionnel,BGR000022,17,99875,0,0,99875,0,99875
Maybelline New York- SuperStay Ink Crayon Lipstick 50 Own Your Empire,L'Oreal CPD,Maybelline New York,30174115,1,1049.3,0,0,1049.3,0,1049.3
L'Oreal Paris Elvive Dream Long No Haircut Cream 200 ml - For Longer & Stronger Hair,L'Oreal CPD,Bundle,3.60052E+12,39,28144.35,-2883.16,0,25261.19,0,25261.19
"L'Oreal Paris Pure Clay Exfoliate and Refine Cleanser, Red 150 ml",L'Oreal CPD,L'Oreal Paris,3.60052E+12,11,12977.75,0,0,12977.75,0,12977.75
LOreal Paris- Infaillible Mattifying Primer,L'Oreal CPD,LOreal Paris Makeup,3600522877301-old,3,4124.35,0,0,4124.35,0,4124.35
"L'Oreal Paris Pure Clay Exfoliate and Refine Cleanser, Red 150 ml",L'Oreal CPD,L'Oreal Paris Skincare,3.60052E+12,4,3928.4,0,0,3928.4,0,3928.4
Nyx Professional Makeup- Sweet Cheeks Creamy Powder Matte Blush - Silence is Golden,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,4,1838.9,0,0,1838.9,0,1838.9
NYX Professional Makeup- Radiant Finish Setting Spray,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,2,2308.6,-1154.3,0,1154.3,0,1154.3
Maybelline New York- Sensational Liquid Matte Lipstick - 10 BDay Suit On,L'Oreal CPD,Maybelline New York,6.9024E+12,-1,0,0,-479.4,-479.4,0,-479.4
LOreal Paris- True Match Powder- 3.R/3.C Beige,L'Oreal CPD,LOreal Paris Makeup,3.60052E+12,1,2099.4,0,0,2099.4,0,2099.4
Garnier- Vitamin C Serum and Micellar Makeup Cleansing Water Vitamin C 400 ml,L'Oreal CPD,Garnier,8.964E+12,6,17989,-200,-7620.4,10168.6,0,10168.6
Maybelline New York- Tattoo Liner Eyeliner- 940 Rich Amethyst,L'Oreal CPD,Maybelline New York,3.60053E+12,6,3600,0,0,3600,0,3600
L'Oreal Paris White Perfect Anti Dullness Scrub Facial Foam Wash 100 ml - For Brighter Skin,L'Oreal CPD,L'Oreal Paris Skincare,8.9923E+12,4,2097.2,0,0,2097.2,0,2097.2
L'Oreal- Paris Excellence Creme - 4.1 Profound Brown Hair Color,L'Oreal CPD,L'Oreal Paris,3.61034E+12,5,6475,0,0,6475,0,6475
Nyx Professional Makeup Lingerie Push Up Lipstick 03 Lace Detail,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,2,2588,0,0,2588,0,2588
L'Oreal Paris White Perfect Anti Dullness Scrub Facial Foam Wash 100 ml - For Brighter Skin,L'Oreal CPD,L'Oreal Paris,8.9923E+12,51,27180.95,-104.8,0,27076.15,0,27076.15
NYX Professional Makeup Liquid Lipstick Lip Lingerie 06 Push-Up,L'Oreal CPD,NYX Professional Makeup,8.00898E+11,35,27450.5,-83.93,0,27366.57,0,27366.57
"NYX Professional Makeup- Can't Stop Won't Stop Setting Powder- Light, 6g",L'Oreal CPD,NYX Professional Makeup,8.00897E+11,8,8810.4,0,0,8810.4,0,8810.4
LOreal Paris- True Match Liquid Foundation 3C Rose Beige,L'Oreal CPD,LOreal Paris Makeup,3.60052E+12,4,8048.2,0,0,8048.2,0,8048.2
L'Oreal Paris- Infallible More Than Concealer- 332 Amber,L'Oreal CPD,L'Oreal Paris Makeup,30173422,9,16058.1,0,0,16058.1,0,16058.1
"L'Oreal Paris- Infallible Matte Lip Paint - 213 Stripped Brown, 0.27 oz.",L'Oreal CPD,L'Oreal Paris Makeup,web903293,-1,0,0,-1679,-1679,0,-1679
L'Oreal Paris Elvive Dream Long No Haircut Cream 200 ml - For Longer & Stronger Hair,L'Oreal CPD,L'Oreal Paris Haircare,3.60052E+12,6,4329.9,0,0,4329.9,0,4329.9
L'Oreal Paris Elvive Keratin Straight 72H Oil in Cream 300 ml - For Straight Smooth Hair,L'Oreal CPD,Bundle CPD,3.61034E+12,1,849.15,0,0,849.15,0,849.15
Nyx Professional Makeup Lingerie Push Up Lipstick 02 Embelishment,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,1,1294,0,0,1294,0,1294
LOreal Paris Infallible 24H Matte Cover Liquid Foundation - 145 Rose Beige,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,23,25092.3,0,0,25092.3,0,25092.3
L'Oreal Paris Elvive Fall Resist Conditioner 175 ml - For Hairfall,L'Oreal CPD,Bundle CPD,3.61034E+12,4,982.6,-24.57,0,958.03,0,958.03
NYX Professional Makeup Liquid Lipstick Lip Lingerie 08 Bedtime Flirt,L'Oreal CPD,NYX Professional Makeup,8.00898E+11,43,33446,-1098.44,0,32347.56,0,32347.56
L'Oreal Paris Elvive Colour Protect Mask 300 ml - For Colored Hair,L'Oreal CPD,L'Oreal Paris Haircare,3.60052E+12,2,1698.3,0,0,1698.3,0,1698.3
L'Oreal- Paris Excellence Creme - 7.1 Ash Blonde Hair Color,L'Oreal CPD,L'Oreal Paris,3.60052E+12,13,16387,0,0,16387,0,16387
L'Oreal Paris- Infallible Primer Shine Kill 01,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,2,2399,0,0,2399,0,2399
L'Oreal Paris- True Match Blush- 120 Sandalwood Pink,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,7,9619.3,0,0,9619.3,0,9619.3
L'Oreal ParisInfallible Matte Cover Foundation 175 Sand,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,7,7798.6,-140,0,7658.6,0,7658.6
Maybelline New York Fit Me Matte + Poreless Foundation 100 Warm Ivory 30 Ml,L'Oreal CPD,Maybelline New York,3.60053E+12,47,43682.5,-594.6,-1189,41898.9,0,41898.9
L'Oreal Paris Infallible Matte Cover Foundation 175 Sand,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,1,1000,0,0,1000,0,1000
Garnier- Skin Active Light Complete Day Cream 40ml - For Brighter Skin,L'Oreal CPD,Garnier Skincare,3.61034E+12,33,3472.1,0,0,3472.1,0,3472.1
Maybelline New York- Color Sensational Creamy Matte Lipstick - 695 Divine Wine,L'Oreal CPD,Maybelline New York,41554429961,25,20429.8,-909,0,19520.8,0,19520.8
Maybelline New York- Superstay Matte Ink Liquid Lipstick 15 Lover,L'Oreal CPD,Maybelline New York,6.9024E+12,148,152133.9,-7511.24,0,144622.66,0,144622.66
L'Oreal Paris- 1.5% Hyaluronic Acid Serum Sheet Mask,L'Oreal CPD,L'Oreal Paris Skincare,bdu000278 FOC,15,2250,0,0,2250,0,2250
LOreal Paris- Infallible Les Chocolats Liquid Lipstick - 862 Volupto Choco,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,3,3750,0,0,3750,0,3750
Garnier- Light Complete Regime Pack - Vitamin C Serum,L'Oreal CPD,Garnier,8.964E+12,-3,0,0,-5751,-5751,0,-5751
LOreal Paris- Color Riche Shine Stick 906 BEIGE VOULOUTE,L'Oreal CPD,L'Oreal Paris Makeup,6.9024E+12,4,3300,0,0,3300,0,3300
Maybelline New York Fit Me Luminous and Smooth Liquid Foundation 315 Soft Honey 30 ml,L'Oreal CPD,Maybelline New York,3.60053E+12,9,9260,-237.8,0,9022.2,0,9022.2
Garnier- Light Complete Vitamin C Booster Serum 30 ML - With Free Jade Roller,L'Oreal CPD,Garnier,8.964E+12,18,29317,-1557.67,-6745,21014.33,0,21014.33
Maybelline New York- Color Sensational Creamy Matte Lipstick - 657 Nude Nuance,L'Oreal CPD,Maybelline New York,41554453645,17,8174.7,-97.8,0,8076.9,0,8076.9
L'Oreal- Paris Excellence Creme - 9.1 Very Light Ash Blonde Hair Color,L'Oreal CPD,L'Oreal Paris,3.60052E+12,13,15137,0,0,15137,0,15137
L'Oreal Paris- Infallible Les Chocolats Liquid Lipstick - 862 Volupto Choco,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,3,3750,0,0,3750,0,3750
Maybelline New York- New Fit Me Dewy + Smooth Liquid Foundation SPF 23 - 110 Porcelain 30ml - For Normal to Dry Skin,L'Oreal CPD,Maybelline New York,6.9024E+12,5,5945,0,0,5945,0,5945
Garnier Men Power White 2-in-1 Fairness Facewash and Shaving Foam 50 ml,L'Oreal CPD,G-Men,3.61034E+12,72,11232,0,0,11232,0,11232
LOreal Paris- Color Riche Moisture Matte Lipstick - R514 Ruby Follie,L'Oreal CPD,L'Oreal Paris Makeup,6.9024E+12,1,825,0,0,825,0,825
"Garnier- Skin Active Hydra Bomb Orange Tissue Eye Mask, Cooling Effect 6g",L'Oreal CPD,Garnier,6.97018E+12,109,19922.75,-96.05,0,19826.7,0,19826.7
Garnier Color Naturals - 4.1 Deep Ashy Brown Hair Color,L'Oreal CPD,Garnier CN,3.61034E+12,2,933.3,-65.33,0,867.97,0,867.97
NYX Professional Makeup Ultimate Eye Shadow Palette 02 Cool Neutrals,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,4,7258,0,0,7258,0,7258
"Maybelline New York Master Shape Brow Pencil Brown Precise,225 Soft Brown",L'Oreal CPD,Maybelline New York,3.60053E+12,2,960,0,0,960,0,960
NYX Professional Makeup- Powder Puff Lippie- Cool Intentions,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,20,22934.55,-1617.07,0,21317.48,0,21317.48
Nyx Professional Makeup- Sweet Cheeks Creamy Powder Matte Blush Citrine Rose,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,30,30457.65,0,0,30457.65,0,30457.65
L'Oreal Paris- Haircare Gala - Keratin Straight Bundle 2,L'Oreal CPD,LOSC,bd88381,-1,0,0,-999,-999,0,-999
L'Oreal Paris- True Match Foundation 2.R/2.C Rose Vanilla,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,4,7000,0,0,7000,0,7000
L'Oreal Paris Elvive Keratin Straight 72H Shampoo 360 ml - For Straight Smooth Hair,L'Oreal CPD,L'Oreal Paris Haircare,3.61034E+12,4,1560.6,0,0,1560.6,0,1560.6
Maybelline New York- Sensational Matte Lipstick 930 Nude Embrace,L'Oreal CPD,Maybelline New York,3.60053E+12,4,3079,0,0,3079,0,3079
LOreal Paris Infallible 24H Matte Cover Liquid Foundation - 155 Natural Rose,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,70,78378.25,-1509.25,0,76869,0,76869
Garnier Color Naturals - 6.66 Intense Red Hair Color,L'Oreal CPD,Garnier CN,3.61034E+12,4,1921.5,0,0,1921.5,0,1921.5
Maybelline New York- Instant Age Rewind Eraser Dark Cicles Concealer Treatment 130 Medium,L'Oreal CPD,Maybelline New York,6.9024E+12,354,391364.3,-1284.62,0,390079.68,0,390079.68
Maybelline New York- Fit Me Concealer - 25 Medium,L'Oreal CPD,Maybelline New York,41554247725,25,21583.6,0,-2098.6,19485,0,19485
Maybelline New York- Baby Lips Candy Wow Lip Balm Orange,L'Oreal CPD,Maybelline New York,6.9024E+12,137,47205.5,-21719.1,-1484,24002.4,0,24002.4
LOreal Paris- Color Riche Matte Addiction Lipstick - 640 Erotique,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,22,18642,0,0,18642,0,18642
Maybelline New York- New Fit Me Matte + Poreless Liquid Foundation SPF 22 - 120 Classic Ivory 30ml - For Normal to Oily Skin,L'Oreal CPD,Maybelline New York,6.9024E+12,143,137908.6,-1834.85,0,136073.75,0,136073.75
"LOreal Paris- Color Riche Matte Addiction Lipstick - 0.17 oz, 430 Mon Jules",L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,13,12453.05,0,0,12453.05,0,12453.05
LOreal Paris- Color Riche Matte Addiction Lipstick - 640 Erotique,L'Oreal CPD,LOreal Paris Makeup,3.60052E+12,3,3462.9,0,0,3462.9,0,3462.9
Maybelline New York- Superstay Matte Ink Liquid Lipstick 80 Ruler,L'Oreal CPD,Maybelline New York,3.60053E+12,5,7464.7,0,-1259.3,6205.4,0,6205.4
NYX Professional Makeup- Powder Blush- PB25 Pinched 4g,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,1,479.7,0,0,479.7,0,479.7
"L'Oreal Paris- Infallible 24H Foundation 145 Rose Beige, 30 ml",L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,8,15959.3,0,0,15959.3,0,15959.3
L'Oreal Paris- Infallible Les Chocolats Liquid Lipstick - 844 Sweet Tooth,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,1,1250,0,0,1250,0,1250
Maybelline New York- SuperStay Matte Ink Liquid Lipstick - 130 Self Starter,L'Oreal CPD,Maybelline New York,6.9024E+12,12,15380.55,-251.8,-1259.3,13869.45,0,13869.45
Garnier Color Naturals - 4.6 Burgundy Hair Color,L'Oreal CPD,Garnier,8.964E+12,3,1345.3,0,0,1345.3,0,1345.3
L'Oreal Paris Excellence Creme - 6.13 Cool Dark Blonde Hair Color,L'Oreal CPD,L'Oreal Paris,3.61034E+12,-6,0,0,-8094,-8094,0,-8094
Garnier Men Face Wash Oil Clear 50ml,L'Oreal CPD,G-Men,8.964E+12,42,6686.15,-783.16,0,5902.99,0,5902.99
L'Oreal Paris- Matte Signature Liquid Eyeliner 05 Burgundy,L'Oreal CPD,L'Oreal Paris Makeup,30175266,4,4600,-161,0,4439,0,4439
Garnier- Skin Active Micellar Makeup Cleansing Wipes 25 pcs,L'Oreal CPD,Garnier Skincare,3.60054E+12,8,3384.1,-76.41,0,3307.69,0,3307.69
L'Oreal Paris Elvive 6 Oil Nourish Conditioner 175 ml - For Dull & Dry Hair,L'Oreal CPD,Bundle CPD,3.61034E+12,2,491.3,0,0,491.3,0,491.3
Maybelline New York- Baby Lips Lip Balm Pink Lolita,L'Oreal CPD,Maybelline New York,8.9923E+12,281,71818,-2750,0,69068,0,69068
"Maybelline New York- Fit Me Concealer - 0.23 oz., 40 Caramel",L'Oreal CPD,Maybelline New York,6.9024E+12,53,44684.1,-216.58,0,44467.52,0,44467.52
NYX Professional Makeup- Powder Puff Lippie Pop Quiz,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,6,7464.65,-1349.25,0,6115.4,0,6115.4
NYX Professional Makeup- Soft Matte Lip Cream - 05 Antwerp,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,17,10070,-104.9,0,9965.1,0,9965.1
"Maybelline New York- Fit Me Matte & Poreless Face Foundation - 1.01 oz., 110 Porcelain",L'Oreal CPD,Maybelline New York,3.60053E+12,1,1019.4,0,0,1019.4,0,1019.4
"L'Oreal Paris- Black Volume Million Lashes Excess Mascara, 9 ml",L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,1,3900,0,-3378.4,521.6,0,521.6
Maybelline New York Instant Age Rewind Eraser Dark Circles Concealer Treatment 144 Caramel,L'Oreal CPD,Maybelline New York,6.9024E+12,58,60185.5,-1396.24,0,58789.26,0,58789.26
L'Oreal Paris Revitalift Milky Cleansing Foam 100 ML - Anti-Aging,L'Oreal CPD,LOMU,8.99138E+12,5,4896.5,0,0,4896.5,0,4896.5
L'Oreal Paris- True Match Powder- 3.R/3.C Beige,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,1,1750,0,0,1750,0,1750
L'Oreal Paris Revitalift Milky Cleansing Foam 100 ML - Anti-Aging,L'Oreal CPD,L'Oreal Paris Skincare,8.99138E+12,4,3917.2,0,0,3917.2,0,3917.2
Maybelline New York- New Fit Me Matte + Poreless Liquid Foundation SPF 22 - 130 Buff Beige 30ml - For Normal to Oily Skin,L'Oreal CPD,Maybelline New York,6.9024E+12,14,13678.7,-119,0,13559.7,0,13559.7
Maybelline New York Lipstick SuperStay Ink Crayon 15 Lead the Way,L'Oreal CPD,Maybelline New York,30174184,11,10414.25,-43.42,0,10370.83,0,10370.83
L'Oreal Paris- Men Expert- BOGO Offer 1,L'Oreal CPD,Bundle CPD,BGR000012,4,5196,0,0,5196,0,5196
LOreal Paris- Infallible Lip Liner 102 Darling Pink,L'Oreal CPD,LOreal Paris Makeup,3.60052E+12,1,1049,0,0,1049,0,1049
NYX Professional Makeup- Powder Puff Lippie Teachers Pet,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,4,5036,-1259,0,3777,0,3777
Garnier Men Power White Face Wash 50 ml - For Brighter Skin,L'Oreal CPD,G-Men,8.964E+12,15,2388,-33.66,0,2354.34,0,2354.34
Maybelline New York Fit Me Liquid Foundation Matte & Poreless 230 Natural Buff 30 ml,L'Oreal CPD,Maybelline New York,3.60053E+12,29,28887.25,-2374.46,0,26512.79,0,26512.79
"NYX Professional Makeup- Born To Glow Liquid Illuminator, 02 Gleam",L'Oreal CPD,NYX Professional Makeup,8.00898E+11,69,66470.75,-1988.21,0,64482.54,0,64482.54
Maybelline New York- Super Stay Matte Ink Liquid Lipstick Pinks - 170 Initiator,L'Oreal CPD,Maybelline New York,6.9024E+12,20,24647.3,0,-1169.35,23477.95,0,23477.95
L'Oreal- Paris Hyaluron Expert Replumping Moisturizing Day Cream SPF 20 50 ml,L'Oreal CPD,L'Oreal Paris Skincare,3.60052E+12,7,6610.1,0,0,6610.1,0,6610.1
NYX Professional Makeup- Professional Makeup Suede Matte Lip Liner Lalaland,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,4,1454.55,0,0,1454.55,0,1454.55
L'Oreal- Paris Hyaluron Expert Replumping Moisturizing Day Cream SPF 20 50 ml,L'Oreal CPD,LOMU,3.60052E+12,8,7554.4,0,0,7554.4,0,7554.4
Maybelline New York- Fit Me Compact Powder 120 Classic Ivory 6gm,L'Oreal CPD,Maybelline New York,6.9024E+12,98,52781,-1090.16,-500,51190.84,0,51190.84
LOreal Paris- Glow Mon Amour Highlighting Drops -  02 Loving Peach,L'Oreal CPD,LOreal Paris Makeup,3.60052E+12,3,4799.4,0,0,4799.4,0,4799.4
L'Oreal Paris Elvive Total Repair 5 Shampoo 175 ml - For Damaged Hair,L'Oreal CPD,LOSC,3.61034E+12,149,26492.75,0,-156,26336.75,0,26336.75
NYX Professional Makeup- Lip Lingerie Gloss - Spirit - LLG04,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,17,12212.5,0,0,12212.5,0,12212.5
NYX Professional Makeup- Can't Stop Won't Stop 24 Hour Foundation Vanilla Mini,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,4,5717.5,-181.93,0,5535.57,0,5535.57
LOreal Paris- Color Riche Matte Addiction Lipstick - 347 Rouge Stiletto,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,11,9896,0,0,9896,0,9896
NYX Professional Makeup Liquid Lipstick Lip Lingerie 02 Embellishment,L'Oreal CPD,NYX Professional Makeup,8.00898E+11,27,20259.8,-839,0,19420.8,0,19420.8
Maybelline New York Fit Me Liquid Foundation Matte + Poreless 124 Soft Sand,L'Oreal CPD,Maybelline New York,3.60053E+12,33,30592,-150,0,30442,0,30442
Maybelline New York- Clearsmooth All In One Two Way Cake - 01 Light,L'Oreal CPD,Maybelline New York,8.9923E+12,148,78251.05,-607.2,0,77643.85,0,77643.85
L'Oreal Paris Revitalift Laser x 3 Eye Cream 15 ML - Anti-Aging,L'Oreal CPD,L'Oreal Paris,3.60052E+12,5,12245,-489.8,0,11755.2,0,11755.2
Maybelline New York- Fit Me Eye Concealer 0.23 oz. 15 Fair,L'Oreal CPD,Maybelline New York,30096592,7,6595.6,0,0,6595.6,0,6595.6
"NYX Professional Makeup- Can't Stop Won't Stop Contour Concealer - Natural, 3.50 Ml",L'Oreal CPD,NYX Professional Makeup,8.00897E+11,7,6714.9,0,0,6714.9,0,6714.9
L'Oreal Paris-  Color Riche Star 24K Gold Lipstick R601 Rouge Gold,L'Oreal CPD,L'Oreal Paris Makeup,6.9024E+12,1,825,0,0,825,0,825
"LOreal Paris- Infallible Shaping Stick Foundation, 190 Beige Gold",L'Oreal CPD,LOreal Paris Makeup,3.60052E+12,4,5399.25,0,0,5399.25,0,5399.25
L'Oreal Paris- Infallible Matte Cover Foundation- 25 Rose Ivory,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,31,32596.6,0,0,32596.6,0,32596.6
L'Oreal Paris Excellence Creme - 4.3 Golden Chestnut Brown Hair Color,L'Oreal CPD,L'Oreal Paris,3.06138E+12,-1,0,0,-1359,-1359,0,-1359
Maybelline New York- Super Stay Matte Ink Liquid Lipstick Pinks - 165 Successful,L'Oreal CPD,Maybelline New York,3.60053E+12,12,14211.1,0,0,14211.1,0,14211.1
"LOreal Paris- Volume Million Lashes Fatale, Black",L'Oreal CPD,LOreal Paris Makeup,3.60052E+12,1,1819.3,0,0,1819.3,0,1819.3
L'Oreal Paris- Infaillible Les Macarons Lipstick- 822 Mon Caramel,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,4,5000,-175,0,4825,0,4825
Maybelline New York- New Fit Me Matte + Poreless Liquid Foundation SPF 22 - 118 Light Beige 30ml - For Normal to Oily Skin,L'Oreal CPD,Maybelline New York,6.9024E+12,110,116077.5,-1101.93,-10200,104775.57,0,104775.57
LOreal Paris- Color Riche Shine Stick 913 Coral Concord,L'Oreal CPD,L'Oreal Paris Makeup,6.9024E+12,2,1897,0,0,1897,0,1897
L'Oreal Paris Elvive Dream Long Shampoo 175 ml - For Longer & Stronger Hair,L'Oreal CPD,L'Oreal Paris Haircare,3.61034E+12,12,2641.8,0,0,2641.8,0,2641.8
Garnier- Skin Active 3-in-1 Charcoal Blackhead Face Wash Mask Scrub 50ml,L'Oreal CPD,Garnier,3.61034E+12,48,12271.9,-524.94,0,11746.96,0,11746.96
"L'Oreal- Paris Men Expert Barber Club Beard, Face and Hair Wash 200 ml",L'Oreal CPD,L'Oreal MEX,3.60052E+12,24,21576,-1923.86,0,19652.14,0,19652.14
Garnier- Skin Active Light Complete Face Wash 100ml - For Brighter Skin,L'Oreal CPD,Garnier Skincare,3.61034E+12,37,6602.2,-265.57,0,6336.63,0,6336.63
Garnier Color Naturals - 7.7 Deer Brown Hair Color,L'Oreal CPD,Garnier,3.61034E+12,2,824,0,0,824,0,824
L'Oreal Paris- Volume Million Lashes Mega Volume Collagene - Extra Black,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,2,2998.4,0,0,2998.4,0,2998.4
"LOreal Paris- Les Chocolats Lipstick- 868 Cacao Crush, 7.6 Ml",L'Oreal CPD,LOreal Paris Makeup,3.60052E+12,2,2749.4,0,0,2749.4,0,2749.4
Garnier Skin Active Micellar Makeup Cleansing Water 400 ml,L'Oreal CPD,Garnier,3.60054E+12,-6,0,0,-3144,-3144,0,-3144
"L'Oreal Paris- Color Riche Matte Addiction Lipstick - 0.17 oz., Greige Perfecto",L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,3,3957,0,-890.25,3066.75,0,3066.75
LOreal Paris- Color Riche Le Rouge Lipstick - 622 Alma Scarlet,L'Oreal CPD,L'Oreal Paris Makeup,6.9024E+12,1,989,0,0,989,0,989
